메뉴1,메뉴2,업소아이디,name,분류코드,category,업소 주소,업소 전화번호,region,latitude,longitude,tag,cluster,cluster2
등심칼국수: 8000원,물냉면: 8000원,9675,도토리군 버섯양,1,한식,서울특별시  동대문구 전농로 222,02-2212-2468,동대문구,37.5839389,127.0535991,"[[재료가 신선해요], [친절해요], [혼밥하기 좋아요], [매장이 청결해요]]",12,7
삼겹살: 11500원,냉면(물): 6000원,8170,돈구워돈,1,한식,서울특별시 송파구 오금로 532,02-401-6363,송파구,37.49275511,127.1479001,"[[가성비가 좋아요], [친절해요], [양이 많아요], [매장이 넓어요]]",21,14
수제 돈까스: 6000원,돈까스 정식: 7000원,7812,돈까스보라,3,경양식/일식,서울특별시 종로구 대학로 5길 5,02-741-3455,종로구,37.5781983,127.0016959,"[[재료가 신선해요], [매장이 청결해요], [가성비가 좋아요], [특별한 메뉴가 있어요]]",9,2
가쓰오우동: 6000원,카레덮밥: 7000원,8601,돈까스리,4,기타외식업,서울특별시 강남구 테헤란로 322 지하층 124호,02-2183-0714,강남구,37.50323558,127.0465824,"[[가성비가 좋아요], [재료가 신선해요], [양이 많아요], [매장이 청결해요]]",10,1
비빔국수: 6000원,돈까스: 7000원,9646,돈꾹,1,한식,서울특별시 은평구 진흥로 1길 8,02-383-6110,은평구,37.60112655,126.9188794,"[[가성비가 좋아요], [친절해요], [혼밥하기 좋아요], [매장이 청결해요]]",24,24
이베리코(200g): 12000원,순대국: 8000원,9360,돈먹고돈내고,1,한식,서울특별시 강남구 언주로 114길 5,02-514-1276,강남구,37.50993138,127.0380661,"[[매장이 청결해요], [특별한 메뉴가 있어요], [가성비가 좋아요], [재료가 신선해요]]",2,18
규동: 7200원,키즈네우동: 5500원,9639,돈바치,3,경양식/일식,서울특별시 강남구 개포동 개포로 250 103호,,강남구,37.47890442,127.0498818,"[[혼밥하기 좋아요], [재료가 신선해요], [양이 많아요], [특별한 메뉴가 있어요]]",10,1
매운에그후라이돈까스: 10500원,에그후라이돈까스: 9500원,9701,돈스라,4,기타외식업,서울특별시  서초구 강남대로 39길 15-10,02-521-4465,서초구,37.48570202,127.0321177,"[[양이 많아요], [혼밥하기 좋아요], [친절해요], [가성비가 좋아요]]",10,1
제주생오겹살(200g): 9000원,삼겹살생고기(200g): 7000원,8818,돈스우스,1,한식,서울특별시 양천구 월정로 157,02-2608-5015,양천구,37.53276617,126.8364683,"[[특별한 메뉴가 있어요], [친절해요], [양이 많아요], [혼밥하기 좋아요]]",22,25
"볏짚칼삼겹(캐나다산,180g): 7000원","숯불생삼겹(캐나다산,180g): 7500원",8083,돈애우,1,한식,서울특별시 도봉구 도당로 81,02-3491-9279,도봉구,37.66514108,127.0360209,"[[양이 많아요], [재료가 신선해요], [매장이 청결해요], [특별한 메뉴가 있어요]]",13,23
한우소머리국밥: 8000원,김치찌개: 7000원,9211,돈우가식당,1,한식,서울특별시 중구 남대문로 25-17,02-3789-1313,중구,37.56203063,126.9781681,"[[가성비가 좋아요], [친절해요], [양이 많아요], [고기 질이 좋아요]]",27,9
삼겹살: 7000원,돼지갈비: 6000원,9439,돈장군,1,한식,"서울특별시 노원구 광운로 69, 1층",02-941-8276,노원구,37.62348728,127.0600483,"[[친절해요], [매장이 청결해요], [가성비가 좋아요], [특별한 메뉴가 있어요]]",25,28
돈가스: 7000원,냉면: 6000원,9415,돈필,3,경양식/일식,서울특별시 광진구 동일로 72길 38,02-444-3326,광진구,37.56541749,127.0796665,"[[재료가 신선해요], [가성비가 좋아요], [특별한 메뉴가 있어요], [친절해요]]",1,21
제육볶음: 8000원,백반: 6500원,10294,돌담아구식당,1,한식,서울특별시  송파구 거마로 3길 10,02-431-0825,송파구,37.49436164,127.1437866,"[[친절해요], [특별한 메뉴가 있어요], [매장이 청결해요], [혼밥하기 좋아요]]",21,14
생오리구이: 40000원,삼겹살(국내산/200g): 11000원,8633,돌마리유황오리,1,한식,서울특별시 송파구 가락로 66,,송파구,37.49975666,127.1036181,"[[가성비가 좋아요], [매장이 청결해요], [양이 많아요], [혼밥하기 좋아요]]",15,3
통삼겹(180g): 10000원,삼겹살(수입산,9307,돌쇠와 석쇠,1,한식,서울특별시 동작구 솔밭로 110,02-588-1005,동작구,37.48570243,126.9687168,"[[가성비가 좋아요], [특별한 메뉴가 있어요], [재료가 신선해요], [양이 많아요]]",29,27
제육볶음: 8000원,청국장: 8000원,9586,동가보쌈,1,한식,서울특별시  동작구 성대로 6길 10,02-3280-3023,동작구,37.49902373,126.9326724,"[[매장이 청결해요], [양이 많아요], [혼밥하기 좋아요], [재료가 신선해요]]",19,4
삼계탕: 11000원,삼겹살: 13000원,8974,동남숯불생구이,1,한식,서울특별시 금천구 독산로 247,02-854-9049,금천구,37.4689867,126.9020874,"[[혼밥하기 좋아요], [매장이 청결해요], [친절해요], [양이 많아요]]",17,26
제육볶음: 7000원,순두부찌개,9840,동네,1,한식,서울특별시  성북구 개운사길 22-5,,성북구,37.58749448,127.029586,"[[가성비가 좋아요], [친절해요], [혼밥하기 좋아요], [양이 많아요]]",12,7
짬뽕: 7000원,탕수육: 17000원,10164,동네짜장,2,중식,서울특별시  영등포구 도림로 188,02-848-8880,영등포구,37.49582352,126.9018864,"[[혼밥하기 좋아요], [친절해요], [양이 많아요], [가성비가 좋아요]]",7,0
오늘의메뉴: 5000원,목심김치찌개: 6000원,8516,동대문곱창전문,1,한식,서울특별시 강남구 논현로 8길 11,02-571-1250,강남구,37.47400394,127.0498194,"[[매장이 청결해요], [친절해요], [특별한 메뉴가 있어요], [양이 많아요]]",10,1
모듬카츠: 9900원,안심카츠: 7900원,10058,동명,3,경양식/일식,서울특별시  구로구 경인로 47길 6,02-6339-3331,구로구,37.50001602,126.867325,"[[가성비가 좋아요], [친절해요], [재료가 신선해요], [혼밥하기 좋아요]]",8,16
제육쌈밥: 8000원,점심백반: 5500원,9827,동선식당,1,한식,서울특별시 중구 동호로 209,02-2232-9908,중구,37.55640747,127.0090308,"[[혼밥하기 좋아요], [친절해요], [가성비가 좋아요], [양이 많아요]]",9,2
짬뽕(2인): 11000원,탕수육(2인): 21000원,9044,동일루,2,중식,서울특별시 마포구 포은로 75,02-3144-2221,마포구,37.55382375,126.9055679,"[[재료가 신선해요], [친절해요], [특별한 메뉴가 있어요], [양이 많아요]]",28,22
짬뽕: 5000원,자장면: 4000원,7340,동춘원,2,중식,서울특별시  중랑구 망우로 66길 57,02-434-9454,중랑구,37.59695304,127.0996321,"[[재료가 신선해요], [친절해요], [양이 많아요], [가성비가 좋아요]]",16,11
짬뽕: 6000원,자장면: 5000원,2322,동해루,2,중식,서울특별시 성동구 고산자로 8길26,02-2292-5342,성동구,37.55814213,127.0366538,"[[가성비가 좋아요], [양이 많아요], [매장이 넓어요], [재료가 신선해요]]",9,2
짬뽕: 5000원,자장면: 4000원,9418,동해루,2,중식,서울특별시 중랑구 면목천로 23길 44,02-433-1786,중랑구,37.59002326,127.0824423,"[[가성비가 좋아요], [양이 많아요], [매장이 넓어요], [재료가 신선해요]]",16,11
알탕: 8000원,해물탕(중): 45000원,9526,동해해물탕,1,한식,서울특별시 동작구 양녕로 22가길 67,02-814-7700,동작구,37.49686816,126.9440623,"[[친절해요], [재료가 신선해요], [양이 많아요], [가성비가 좋아요]]",23,20
짜장면(매장): 5000원,짬뽕(매장): 6000원,9771,동화반점,2,중식,서울특별시  관악구 관악로 268,02-874-0611,관악구,37.48792532,126.9582746,"[[가성비가 좋아요], [친절해요], [양이 많아요], [재료가 신선해요]]",6,19
된장찌개: 5000원,선짓국: 5000원,8460,두꺼비,1,한식,서울특별시 강남구 역삼로 421,02-445-8742,강남구,37.5014665,127.0530851,"[[친절해요], [재료가 신선해요], [가성비가 좋아요], [혼밥하기 좋아요]]",10,1
떡볶이: 4000원,,10291,두꺼비닷컴,1,한식,서울특별시  송파구 동남로 18길 39,02-407-0675,송파구,37.49332359,127.1342943,"[[친절해요], [혼밥하기 좋아요], [가성비가 좋아요], [특별한 메뉴가 있어요]]",21,14
백반: 8000원,순두부찌개: 8000원,10238,두리두리식당,1,한식,"서울특별시  서초구 사임당로 113, 1층",02-598-2163,서초구,37.49078242,127.0220304,"[[특별한 메뉴가 있어요], [친절해요], [매장이 청결해요], [혼밥하기 좋아요]]",10,1
묵은지꽁치찌개: 6000원,감자옹심이칼국수: 7000원,8893,두메산골,1,한식,서울특별시 성북구 보문로 36길 16,,성북구,37.5909128,127.0150193,"[[친절해요], [재료가 신선해요], [특별한 메뉴가 있어요], [가성비가 좋아요]]",3,29
순두부정식: 7000원,두부마을정식: 7000원,9069,두부마을,1,한식,서울특별시 강북구 오현로 31길 109,02-988-8464,강북구,37.63231038,127.035259,"[[재료가 신선해요], [혼밥하기 좋아요], [친절해요], [매장이 청결해요]]",13,23
보리밥(반찬포함): 6000원,,10346,둔촌칼국수,1,한식,"서울특별시 강동구 풍성로 56길 9, 1층",02-477-4481,강동구,37.52867461,127.1351231,"[[가성비가 좋아요], [재료가 신선해요], [특별한 메뉴가 있어요], [양이 많아요]]",5,12
멍게비빔밥: 10000원,골뱅이비빔밥: 10000원,10066,들름집,1,한식,서울특별시  서초구 사임당로 178 지하 104호,02-585-8449,서초구,37.49222792,127.0290563,"[[양이 많아요], [혼밥하기 좋아요], [특별한 메뉴가 있어요], [가성비가 좋아요]]",10,1
왕갈비탕: 12000원,,8978,듬배골,1,한식,서울특별시 금천구 독산로 10길 38,02-803-8411,금천구,37.45006941,126.9080372,"[[친절해요], [가성비가 좋아요], [재료가 신선해요], [양이 많아요]]",17,26
샤브소고기(200g): 10000원,버섯칼국수(1인분): 10000원,10313,등촌샤브칼국수 신촌점,1,한식,"서울특별시  서대문구 신촌역로 43, 1층 좌측",,서대문구,37.55894803,126.9406356,"[[혼밥하기 좋아요], [매장이 청결해요], [특별한 메뉴가 있어요], [친절해요]]",11,8
김치찌개: 3000원,,9720,따뜻한 밥상,1,한식,서울특별시  송파구 마천로 41길 23-1,,송파구,37.49717765,127.150294,"[[친절해요], [재료가 신선해요], [특별한 메뉴가 있어요], [매장이 청결해요]]",21,14
김치찌개: 3000원,,9992,따뜻한 밥상,1,한식,"서울특별시  은평구 연서로 260, 2층",,은평구,37.61995329,126.9236538,"[[친절해요], [양이 많아요], [혼밥하기 좋아요], [가성비가 좋아요]]",24,24
김치찌개: 3000원,계란후라이: 500원,10316,따뜻한밥상 홍제,1,한식,"서울특별시 서대문구 통일로 40길 9, 2층",,서대문구,37.59033268,126.9432671,"[[양이 많아요], [혼밥하기 좋아요], [재료가 신선해요], [가성비가 좋아요]]",4,17
소매떡: 3000원,,10265,떡마루,1,한식,서울특별시  동작구 여의대방로 24길 70,,동작구,37.49834722,126.9241399,"[[친절해요], [재료가 신선해요], [가격이 합리적이에요], [비주얼이 좋아요]]",19,4
해장국: 6000원,,10337,또래가마솥해장국,1,한식,서울특별시  동대문구 제기로 15,02-924-9319,동대문구,37.58663509,127.034642,"[[매장이 청결해요], [양이 많아요], [가성비가 좋아요], [혼밥하기 좋아요]]",12,7
칼국수: 7000원,,10154,또순이,1,한식,서울특별시  영등포구 가마산로 410,02-836-7331,영등포구,37.50374637,126.9024741,"[[매장이 청결해요], [양이 많아요], [특별한 메뉴가 있어요], [재료가 신선해요]]",0,15
된장찌개 백반: 6000원,김치찌개 백반: 6000원,8672,또순이네,1,한식,서울특별시 종로구 사직로 130,02-730-6980,종로구,37.57536753,126.9733218,"[[혼밥하기 좋아요], [가성비가 좋아요], [재료가 신선해요], [양이 많아요]]",4,17
쌀국수: 8900원,,10211,또이바엠,4,기타외식업,"서울특별시 금천구 가산디지털1로 119, A101-1호",,금천구,37.47606319,126.8829254,"[[가성비가 좋아요], [친절해요], [양이 많아요], [매장이 청결해요]]",7,0
컵밥 소: 3500원,컵밥 대: 4500원,10013,뚜비뚜밥스,4,기타외식업,서울특별시  노원구 동일로 190길 4,,노원구,37.62513202,127.0735898,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [양이 많아요]]",25,28
육칼: 9000원,,9919,뚝배기육칼,1,한식,서울특별시  금천구 가산디지털1로 233,,금천구,37.48578308,126.8782806,"[[양이 많아요], [친절해요], [혼밥하기 좋아요], [재료가 신선해요]]",7,0
김치찌개: 5000원,된장찌개: 5000원,7832,뚝배기해장국,1,한식,서울특별시 강동구 양재대로 1389,02-476-6005,강동구,37.53018558,127.1367675,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [양이 많아요]]",5,12
한식뷔페: 7000원,,9441,뚱뚱이 밥상,1,한식,서울특별시 노원구 동일로 1548,02-931-6493,노원구,37.6666666,127.0576261,"[[가성비가 좋아요], [특별한 메뉴가 있어요], [친절해요], [혼밥하기 좋아요]]",18,10
콤비네이션: 16900원,피자(불고기): 15900원,1476,라푸스코 마포점,4,기타외식업,서울특별시 마포구 만리재옛길 18,02-702-4333,마포구,37.54560419,126.9551942,"[[재료가 신선해요], [친절해요], [가성비가 좋아요], [양이 많아요]]",14,13
떡볶이(중): 2500원,,9942,라희네,1,한식,"서울특별시 강동구 성안로 9길 11, 1층 101호",,강동구,37.52908378,127.1306113,"[[특별한 메뉴가 있어요], [친절해요], [양이 많아요], [가성비가 좋아요]]",5,12
짬뽕: 8000원,짜장면: 6500원,10010,락궁,2,중식,서울특별시  노원구 마들로 31,02-949-8585,노원구,37.61872537,127.0670846,"[[혼밥하기 좋아요], [가성비가 좋아요], [친절해요], [양이 많아요]]",25,28
칼국수: 8000원,열무비빔밥: 8000원,10100,란칼국수,1,한식,"서울특별시  성동구 성수일로 8길 42, 1층 104호",,성동구,37.54535271,127.0550448,"[[혼밥하기 좋아요], [특별한 메뉴가 있어요], [매장이 청결해요], [친절해요]]",20,6
까페라떼: 3500원,카푸티노: 3500원,10024,리메인커피,4,기타외식업,"서울특별시  구로구 오류로 8가길 6, 102호",02-000-0000,구로구,37.49086969,126.8420317,"[[혼밥하기 좋아요], [재료가 신선해요], [매장이 청결해요], [특별한 메뉴가 있어요]]",8,16
점심특선초밥: 11000원,점심특선초밥: 9000원,10032,린초밥,3,경양식/일식,"서울특별시  구로구 디지털로 32나길 17-45, 2층",02-852-5953,구로구,37.48517458,126.899503,"[[매장이 청결해요], [가성비가 좋아요], [특별한 메뉴가 있어요], [재료가 신선해요]]",7,0
냉면: 7000원,자장면: 5000원,9241,마니아우동,1,한식,서울특별시 광진구 긴고랑로 25,02-465-2587,광진구,37.56353168,127.0792966,"[[가성비가 좋아요], [양이 많아요], [혼밥하기 좋아요], [친절해요]]",1,21
라면: 3500원,김밥: 1500원,8724,마들김밥,1,한식,서울특별시 노원구 한글비석로 474,02-933-9308,노원구,37.66482335,127.0654415,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [양이 많아요]]",18,10
양갈비(340g): 35000원,생양꼬치: 13000원,10273,마라양꼬치,4,기타외식업,서울특별시  동작구 상도로 30길 40 상가 104호,,동작구,37.50431826,126.942467,"[[양이 많아요], [혼밥하기 좋아요], [특별한 메뉴가 있어요], [재료가 신선해요]]",23,20
아메리카노: 2500원,생과일주스: 4000원,10409,마리커피1986,4,기타외식업,서울특별시  서대문구 세무서2길 16,,서대문구,37.58877095,126.9464576,"[[친절해요], [가성비가 좋아요], [재료가 신선해요], [양이 많아요]]",4,17
아메리카노: 3000원,카페라떼: 3500원,9573,마마떼,4,기타외식업,"서울특별시  관악구 대학6길 36, 1층",02-887-6262,관악구,37.46920828,126.9357301,"[[혼밥하기 좋아요], [양이 많아요], [재료가 신선해요], [매장이 청결해요]]",26,5
칼국수: 6000원,돈가스: 8000원,10232,마미가,1,한식,서울특별시  광진구 아차산로 51길 101,02-456-3362,광진구,37.54153612,127.0852953,"[[양이 많아요], [가성비가 좋아요], [특별한 메뉴가 있어요], [혼밥하기 좋아요]]",20,6
커피: 2000원,,10042,마션,4,기타외식업,서울특별시  중랑구 봉화산로 56길 69,,중랑구,37.60568141,127.0980965,"[[커피가 맛있어요], [친절해요], [가성비가 좋아요], [음료가 맛있어요], [매장이 청결해요]]",16,11
짜장면: 5000원,짬뽕: 6000원,8721,마시차이나,2,중식,서울특별시 노원구 동일로 217길 58,02-3392-1134,노원구,37.65326698,127.0579111,"[[가성비가 좋아요], [친절해요], [혼밥하기 좋아요], [양이 많아요]]",18,10
냉쌀국수: 9000원,매콤볶음면: 9000원,10239,마실,4,기타외식업,"서울특별시  서초구 명달로 58, 1층 104호",02-522-2229,서초구,37.48253069,127.0048016,"[[재료가 신선해요], [매장이 청결해요], [특별한 메뉴가 있어요], [친절해요]]",29,27
비빔밥: 7500원,칼국수: 7000원,10292,마실 칼국수랑 비빔밥,1,한식,서울특별시  송파구 오금로 44길 9-1,02-400-3991,송파구,37.49649047,127.1355304,"[[재료가 신선해요], [친절해요], [가성비가 좋아요], [양이 많아요]]",21,14
된장찌개: 7000원,생삼겹살(200g): 16000원,9657,마포갈비,1,한식,서울특별시 강남구 남부순환로 361길 6 1층,02-3462-9955,강남구,37.48559401,127.0375707,"[[재료가 신선해요], [가성비가 좋아요], [매장이 청결해요], [혼밥하기 좋아요]]",10,1
모듬곱창(250g): 21000원,막창(300g): 21000원,9543,마포곱창,1,한식,서울특별시 동작구 사당로 185,02-532-9171,동작구,37.48587024,126.9692279,"[[가성비가 좋아요], [매장이 청결해요], [특별한 메뉴가 있어요], [혼밥하기 좋아요]]",29,27
삼겹살: 17000원,돼지갈비: 17000원,10146,마포돼지갈비,1,한식,서울특별시  영등포구 도신로 64길 2,02-836-7942,영등포구,37.51206383,126.9176441,"[[친절해요], [가성비가 좋아요], [고기 질이 좋아요], [재료가 신선해요]]",19,4
돼지갈비(국내산/250g): 15000원,냉면(물): 9000원,8621,마포숯불갈비,1,한식,서울특별시 송파구 성내천로 223,02-430-9757,송파구,37.49976235,127.1525585,"[[친절해요], [가성비가 좋아요], [재료가 신선해요], [고기 질이 좋아요]]",21,14
돼지갈비(300g): 15000원,김치찌개: 7000원,9667,마포숯불갈비,1,한식,서울특별시 성북구 보문로 40길 1,02-925-1964,성북구,37.59170801,127.0136205,"[[친절해요], [가성비가 좋아요], [재료가 신선해요], [고기 질이 좋아요]]",3,29
알밥: 8000원,비빔국수: 7000원,10395,막둥네국시,1,한식,서울특별시 강남구 강남대로 120길 28,02-548-6215,강남구,37.50738458,127.0258232,"[[재료가 신선해요], [가성비가 좋아요], [양이 많아요], [친절해요]]",2,18
짬뽕: 6000원,탕수육: 18000원,10136,만강홍,2,중식,"서울특별시  영등포구 영중로 10길 20, 2층",02-2675-9633,영등포구,37.51882449,126.9073947,"[[양이 많아요], [매장이 청결해요], [재료가 신선해요], [특별한 메뉴가 있어요]]",0,15
볶음밥: 7000원,짬뽕: 7000원,9016,만금성,2,중식,서울특별시 강남구 언주로 117 상가동 지하1층 42호,02-572-0015,강남구,37.48646618,127.0503961,"[[가성비가 좋아요], [양이 많아요], [매장이 청결해요], [친절해요]]",10,1
칼만두: 6000원,,9638,만나식당,1,한식,서울특별시 강남구 개포동개포로 109길 5 106호,02-451-8886,강남구,37.492322,127.0746012,"[[양이 많아요], [가성비가 좋아요], [재료가 신선해요], [친절해요]]",15,3
만둣국: 9000원,만두전골(2인): 20000원,9979,만나식당,1,한식,서울특별시  동대문구 장한로 25길 8,02-2244-4314,동대문구,37.57189109,127.0706949,"[[특별한 메뉴가 있어요], [매장이 청결해요], [가성비가 좋아요], [친절해요]]",1,21
비빔밥: 6000원,칼국수: 6000원,8134,만나칼국수,1,한식,서울특별시 관악구 봉천로 7길 23,02-888-8564,관악구,37.4905216,126.9263836,"[[친절해요], [특별한 메뉴가 있어요], [가성비가 좋아요], [양이 많아요]]",19,4
칼만두국: 8500원,떡만두국: 8500원,9128,만두랑,1,한식,서울특별시 강남구 역삼로 19길 29,02-557-9397,강남구,37.49710226,127.0374386,"[[가성비가 좋아요], [친절해요], [양이 많아요], [재료가 신선해요]]",10,1
칼만둣국: 7000원,만두전골(밥+사리): 8000원,10002,만두랑,1,한식,서울특별시  서초구 남부순환로 356길 39 2층,02-573-7577,서초구,37.48322138,127.0384206,"[[가성비가 좋아요], [친절해요], [양이 많아요], [재료가 신선해요]]",10,1
옛날찐빵: 5000원,고기만두(5개): 6000원,9559,만두의정석,4,기타외식업,"서울특별시 동작구 국사봉1길 45, 103호",02-6349-6349,동작구,37.4992744,126.9309699,"[[특별한 메뉴가 있어요], [가성비가 좋아요], [재료가 신선해요], [매장이 청결해요]]",19,4
짬뽕: 4500원,자장면: 4000원,9032,만리장성,2,중식,서울특별시 서대문구 홍은중앙로 106,02-396-9970,서대문구,37.59981292,126.9488021,"[[친절해요], [가성비가 좋아요], [양이 많아요], [재료가 신선해요]]",4,17
짜장면: 5000원,짬뽕: 6000원,9943,만리장성,2,중식,서울특별시 강동구 올림픽로 93길 12,02-441-2745,강동구,37.5493582,127.1265259,"[[친절해요], [가성비가 좋아요], [양이 많아요], [재료가 신선해요]]",5,12
탕수육(중): 16000원,짬뽕: 6000원,8177,만리향,2,중식,서울특별시 관악구 은천로 41길 20,02-885-5077,관악구,37.48664194,126.9553465,"[[친절해요], [재료가 신선해요], [가성비가 좋아요], [양이 많아요]]",6,19
청국장: 5000원,,8550,만미정 식당,1,한식,서울특별시 강북구 솔매로 43길 96,02-983-8884,강북구,37.62993042,127.0228407,"[[친절해요], [재료가 신선해요], [혼밥하기 좋아요], [가성비가 좋아요]]",13,23
비빔국수: 7000원,비빔밥: 7000원,9940,만선국수,1,한식,서울특별시 강동구 풍성로 111,02-478-0723,강동구,37.5322705,127.1246373,"[[매장이 청결해요], [가성비가 좋아요], [친절해요], [양이 많아요]]",5,12
한식뷔페: 6500원,,9095,만세한식부페본점,1,한식,서울특별시 금천구 가산로 3길 77,02-808-7862,금천구,37.47216209,126.8914267,"[[혼밥하기 좋아요], [가성비가 좋아요], [친절해요], [특별한 메뉴가 있어요]]",7,0
돼지모듬(180g): 16000원,목살(180g): 16000원,9252,만아정육점식당,1,한식,서울특별시 강남구 광평로 56길 11 수서아파트상가 103호,02-459-9488,강남구,37.48784784,127.1057947,"[[재료가 신선해요], [혼밥하기 좋아요], [친절해요], [특별한 메뉴가 있어요]]",15,3
순살족발(500g): 10000원,순살북족발(800g): 10000원,10111,만원족발,4,기타외식업,서울특별시  구로구 구로동로 8길 96,,구로구,37.489772,126.8882014,"[[가성비가 좋아요], [혼밥하기 좋아요], [재료가 신선해요], [특별한 메뉴가 있어요]]",7,0
생고기김치찌개: 9000원,삼겹살(180g): 14000원,9273,만족김치삼겹살(만족숯불갈비),1,한식,서울특별시 종로구 종로 53길 7-2,02-765-1298,종로구,37.57295286,127.0134013,"[[가성비가 좋아요], [특별한 메뉴가 있어요], [매장이 청결해요], [친절해요]]",9,2
매운갈비찜: 12000원,생선구이: 6000원,8558,맛고을갈비찜,1,한식,서울특별시 동대문구 경동시장로 10길 57,02-960-1717,동대문구,37.58142822,127.043916,"[[가성비가 좋아요], [특별한 메뉴가 있어요], [양이 많아요], [재료가 신선해요]]",12,7
김치찌개: 8000원,된장찌개: 8000원,9757,맛고을식당,1,한식,"서울특별시  송파구 올림픽로 45길 21, 1층",,송파구,37.52732174,127.1157948,"[[가성비가 좋아요], [특별한 메뉴가 있어요], [친절해요], [매장이 청결해요]]",5,12
삼겹살(수입산,170g): 6000원,9314,맛구이촌,1,한식,서울특별시 동작구 흑석로 8길 5,02-823-6068,동작구,37.50690901,126.9596401,"[[가성비가 좋아요], [혼밥하기 좋아요], [매장이 청결해요], [재료가 신선해요]]",23,20
뼈해장국: 8000원,순댓국: 7000원,9086,맛순이순대국감자탕,1,한식,"서울특별시 금천구 가산로 5길 72, 1층 103호",02-861-0758,금천구,37.47377407,126.8907235,"[[매장이 청결해요], [혼밥하기 좋아요], [가성비가 좋아요], [특별한 메뉴가 있어요]]",7,0
콤비네이션L: 23000원,콤비네이션M: 19900원,9772,맛있구마피자,3,경양식/일식,서울특별시  관악구 봉천로 612,02-878-6312,관악구,37.47562026,126.9649814,"[[친절해요], [가성비가 좋아요], [혼밥하기 좋아요], [재료가 신선해요]]",6,19
육개장: 8000원,카레밥: 6000원,9255,맛있는돈까스,3,경양식/일식,서울특별시 강남구 개포로 638 지상1층,02-459-5278,강남구,37.49435095,127.0823803,"[[특별한 메뉴가 있어요], [양이 많아요], [친절해요], [재료가 신선해요]]",15,3
비빔밥: 5000원,제육볶음: 5000원,9433,맛조탕,1,한식,서울특별시 관악구 은천로 119,02-871-1711,관악구,37.48688919,126.9485098,"[[친절해요], [재료가 신선해요], [특별한 메뉴가 있어요], [양이 많아요]]",6,19
뚝배기불고기: 8000원,백반: 7000원,9385,맛찬,1,한식,서울특별시 강남구 개포로 615 석탑프라자 지하1층 106호,02-459-8478,강남구,37.49265809,127.0755825,"[[양이 많아요], [혼밥하기 좋아요], [재료가 신선해요], [특별한 메뉴가 있어요]]",15,3
옛날 손짜장: 4500원,손칼국수: 5000원,9268,망원시장손칼국수,1,한식,서울특별시 마포구 망원로 8길 29,02-6012-7139,마포구,37.55618385,126.9062886,"[[가성비가 좋아요], [양이 많아요], [친절해요], [혼밥하기 좋아요]]",28,22
보리비빕밥(강된장 포함): 7000원,멸치국수: 5000원,10214,망원식당,1,한식,서울특별시  마포구 망원로 8길 6 1층 일부,02-3144-0848,마포구,37.55718242,126.9057159,"[[매장이 청결해요], [양이 많아요], [재료가 신선해요], [친절해요]]",28,22
칼국수: 6000원,수제비: 7000원,10387,매일만나,1,한식,서울특별시  강북구 삼양로 117길 58,,강북구,37.64433404,127.0132369,"[[특별한 메뉴가 있어요], [매장이 청결해요], [재료가 신선해요], [양이 많아요]]",13,23
칼국수: 6000원,냉면: 7000원,10374,맹꽁이,4,기타외식업,서울특별시  성동구 용답중앙25길 1,02-2214-9996,성동구,37.5630073,127.0540985,"[[가성비가 좋아요], [양이 많아요], [친절해요], [혼밥하기 좋아요]]",1,21
김밥: 3000원,우동: 4000원,9983,먹거리휴게소,1,한식,서울특별시  금천구 벚꽃로 309,02-869-1318,금천구,37.48159574,126.8825595,"[[매장이 청결해요], [재료가 신선해요], [양이 많아요], [특별한 메뉴가 있어요]]",7,0
야채김밥(포장): 3000원,잔치국수: 5000원,10212,먹고가게,1,한식,서울특별시 금천구 남부순환로 126길 8,,금천구,37.47973405,126.9055455,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [재료가 신선해요]]",7,0
떡국: 7000원,산채비빔밥: 7000원,8055,먹고갈래지고갈래,1,한식,서울특별시 종로구 수표로 117,02-3673-1239,종로구,37.5717755,126.988906,"[[가성비가 좋아요], [친절해요], [재료가 신선해요], [양이 많아요]]",27,9
야채김밥: 3000원,주먹밥: 1500원,9516,먹깨비 김밥,1,한식,서울특별시  강서구 강서로 39,02-2698-0123,강서구,37.53135766,126.8466955,"[[양이 많아요], [가성비가 좋아요], [매장이 청결해요], [친절해요]]",22,25
닭도리탕: 20000원,오징어덮밥: 7000원,9708,먹깨비하우스,1,한식,서울특별시  용산구 소월로 20길 72,02-779-1518,용산구,37.54366275,126.984094,"[[양이 많아요], [가성비가 좋아요], [친절해요], [혼밥하기 좋아요]]",27,9
칼국수 : 5000원,돌솥비빔밥 : 6000원,9350,멀티분식,4,기타외식업,서울특별시 강남구 테헤란로 8길 13,02-501-3453,강남구,37.49799763,127.0317672,"[[친절해요], [양이 많아요], [혼밥하기 좋아요], [매장이 청결해요]]",10,1
단호박죽: 4000원,,9897,메밀꽃,1,한식,서울특별시  노원구 상계로 9가길 67,,노원구,37.66047312,127.0689696,"[[친절해요], [가성비가 좋아요], [혼밥하기 좋아요], [재료가 신선해요]]",18,10
